,By,Bz,PC1,PC2,PC3,PC4,SML,cpcp,hour,time,hourbin,event
605,-0.3700000047683716,0.44999998807907104,-42253.620717659156,-63013.16184040903,60884.76899955169,44096.197660356964,-426.0,46.060646853334966,2.2,2010-09-17 09:00:00,,13
606,0.09000000357627869,0.7599999904632568,-13224.443342667513,-69363.72868054354,75541.85306810105,56010.40922774986,-442.0,41.95997790063101,2.283333333333333,2010-09-17 09:05:00,,13
607,1.090000033378601,0.9200000166893005,40982.44247547685,-51460.48373909771,69796.75139842516,51038.93992008973,-340.0,37.87793974165777,2.3666666666666667,2010-09-17 09:10:00,,13
608,0.4699999988079071,1.2799999713897705,78831.61813508299,-66633.49422922496,75707.29166314809,46981.61780738123,-347.0,31.10402853036181,2.45,2010-09-17 09:15:00,,13
609,-0.17000000178813934,1.1200000047683716,77127.54791229713,-74985.19572985118,96194.55574263156,48396.15078792368,-474.0,30.247369659645113,2.533333333333333,2010-09-17 09:20:00,,13
610,0.46000000834465027,1.3600000143051147,90803.17733016566,-88210.38050417323,95160.64031926986,41309.15335906564,-469.0,28.467965471225337,2.6166666666666667,2010-09-17 09:25:00,,13
611,0.4399999976158142,0.8199999928474426,114220.67756617918,-90755.44018569049,90390.97331794856,38613.644324536006,-337.0,31.182018217380943,2.7,2010-09-17 09:30:00,,13
612,0.2800000011920929,0.2800000011920929,143396.57264060632,-79307.49330566928,79529.45300354791,33724.893670697915,-282.0,29.022746392058274,2.783333333333333,2010-09-17 09:35:00,,13
613,0.27000001072883606,0.25999999046325684,162371.84290108253,-70349.80798861166,86733.77103691765,31682.2210294034,-254.0,26.200625312794457,2.8666666666666667,2010-09-17 09:40:00,,13
614,0.07999999821186066,-0.029999999329447746,200798.32341991717,-60145.09952629583,57136.963508907036,34198.82473120299,-169.0,24.981455036387576,2.95,2010-09-17 09:45:00,,13
615,0.5400000214576721,-0.05999999865889549,210468.38334310462,-59329.42901259774,72522.91626836167,27899.146425405055,-136.0,27.598837758867237,3.033333333333333,2010-09-17 09:50:00,,13
616,1.7599999904632568,0.4000000059604645,225757.8188249827,-67632.23509784124,54082.03083628332,30199.473719135673,-115.0,23.879547187665377,3.1166666666666667,2010-09-17 09:55:00,,13
617,1.149999976158142,0.12999999523162842,222111.14846533997,-74773.2286669309,45940.37815764936,29111.88214605302,-164.0,25.75399013289035,3.2,2010-09-17 10:00:00,,13
618,2.180000066757202,0.3799999952316284,276982.7521140193,-63045.22524706221,31312.426241979494,14840.172029219122,-137.0,23.245184462157344,3.283333333333333,2010-09-17 10:05:00,,13
619,2.3299999237060547,-0.019999999552965164,264804.6870898748,-59594.43375311092,41862.79110050833,13320.864551363393,-68.0,24.56891899938085,3.3666666666666667,2010-09-17 10:10:00,,13
620,1.899999976158142,-0.10000000149011612,245985.4907355701,-76970.31374192155,20443.69304373366,19955.068723521905,-65.0,22.01674865291759,3.45,2010-09-17 10:15:00,,13
621,1.9500000476837158,0.8100000023841858,256484.64674984032,-70731.6867739551,21955.64412875719,24191.91021849526,-71.0,21.27632923858926,3.533333333333333,2010-09-17 10:20:00,,13
622,1.4500000476837158,1.440000057220459,269580.3698373582,-51702.81375794467,30645.492176816504,35158.43354308282,-69.0,28.040727677625807,3.6166666666666667,2010-09-17 10:25:00,,13
623,1.399999976158142,1.1100000143051147,240333.28454119284,-62282.06146106476,36060.350474516286,39069.80204712339,-55.0,25.44033943267001,3.7,2010-09-17 10:30:00,,13
624,1.559999942779541,1.6200000047683716,180493.7486437274,-75200.5374053063,11976.553754533501,54054.03993455638,-81.0,30.64928759007433,3.783333333333333,2010-09-17 10:35:00,,13
625,1.4600000381469727,0.6800000071525574,147209.1395711972,-82037.72408614244,-5236.181930826674,62502.99614709565,-91.0,32.292634350983214,3.8666666666666667,2010-09-17 10:40:00,,13
626,1.5700000524520874,1.149999976158142,160189.42169264558,-86299.93939309323,-13683.694054088783,61233.121882773536,-94.0,31.39968948537523,3.95,2010-09-17 10:45:00,,13
627,1.3799999952316284,0.9200000166893005,122400.42848969228,-85387.89312912399,-9773.249474317132,78830.52295039794,-99.0,36.13405081809959,4.033333333333333,2010-09-17 10:50:00,,13
628,1.5199999809265137,1.4299999475479126,123588.34300092643,-77972.26432622358,-11169.859607217515,81935.09911957855,-140.0,38.059151959602204,4.116666666666666,2010-09-17 10:55:00,,13
629,1.409999966621399,1.409999966621399,88117.4264210813,-90235.01420869413,5876.451531340347,73589.17684852457,-125.0,36.64446988519067,4.2,2010-09-17 11:00:00,,13
630,1.350000023841858,1.059999942779541,114870.59527691767,-91953.901901497,5469.027001271583,61547.75548365856,-128.0,34.655237607925585,4.283333333333333,2010-09-17 11:05:00,,13
631,1.0499999523162842,1.2400000095367432,108001.37000325127,-96890.55251845717,2428.7115895356724,72078.13693892366,-146.0,36.58421080368431,4.366666666666666,2010-09-17 11:10:00,,13
632,-0.07000000029802322,1.5199999809265137,92844.49790220425,-132267.41577696078,-1835.329634692379,58086.386772850405,-173.0,34.57058543333933,4.45,2010-09-17 11:15:00,,13
633,0.5799999833106995,1.899999976158142,143059.9542135784,-119770.47237000852,20852.227874191176,40624.201602364126,-115.0,25.863212533010064,4.533333333333333,2010-09-17 11:20:00,,13
634,0.15000000596046448,2.6600000858306885,104901.11717404811,-113484.9680583521,8198.18987663203,43202.9329231693,-97.0,34.46464743413097,4.616666666666666,2010-09-17 11:25:00,,13
